tconst	ordering	nconst	category	job	characters
tt0000359	1	nm0617588	actor	\N	["The Chemist","The India Rubber Head"]
tt0000360	1	nm0462306	actress	\N	["La Grisette"]
tt0000360	2	nm0815907	actress	\N	["Le Hussard"]
tt0000360	3	nm0349785	director	\N	\N
tt0000361	1	nm0349785	director	\N	\N
tt0000362	1	nm0349785	director	\N	\N
tt0000363	1	nm0095816	director	\N	\N
tt0000363	2	nm0666972	producer	producer	\N
tt0000364	1	nm0692105	director	\N	\N
tt0000364	2	nm0924920	cinematographer	\N	\N
tt0000365	1	nm0182052	director	\N	\N
tt0000366	1	nm0182052	director	\N	\N
tt0000367	1	nm0349785	director	\N	\N
tt0000368	1	nm1089829	actress	\N	["Little Red Riding Hood"]
tt0000368	2	nm0617588	director	\N	\N
tt0000368	3	nm0674518	writer	story "Le petit chaperon rouge"	\N
tt0000369	1	nm0005717	director	\N	\N
tt0000370	1	nm8709803	actor	\N	["Ebenezer Scrooge"]
tt0000370	2	nm0095816	director	\N	\N
tt0000370	3	nm1304340	writer	play 'Scrooge'	\N
tt0000370	4	nm0002042	writer	novel "A Christmas Carol"	\N
tt0000370	5	nm0666972	producer	producer	\N
tt0000371	1	nm0349785	director	\N	\N
tt0000372	1	nm0349785	director	\N	\N
tt0000373	1	nm0954087	director	\N	\N
tt0000374	1	nm0349785	director	\N	\N
tt0000375	1	nm0182052	director	\N	\N
tt0000376	10	nm0466448	actor	\N	\N
tt0000376	1	nm0617272	actress	\N	["Salome"]
tt0000376	2	nm0086082	actress	\N	\N
tt0000376	3	nm0632577	actress	\N	\N
tt0000376	4	nm0631776	actress	\N	\N
tt0000376	5	nm0958169	director	\N	\N
tt0000376	6	nm0670740	writer	\N	\N
tt0000376	7	nm0449435	composer	\N	\N
tt0000376	8	nm0078562	actress	\N	["Táncos"]
tt0000376	9	nm0051042	actress	\N	\N
tt0000377	1	nm0095816	director	\N	\N
tt0000377	2	nm0666972	producer	producer	\N
tt0000378	1	nm0462306	actress	\N	\N
tt0000378	2	nm0815907	actress	\N	\N
tt0000378	3	nm0349785	director	\N	\N
tt0000379	1	nm0005717	director	\N	\N
tt0000380	1	nm0634629	director	co-director	\N
tt0000380	2	nm0954087	director	co-director	\N
tt0000380	3	nm0674518	writer	tale	\N
tt0000381	1	nm0168621	actor	\N	\N
tt0000381	2	nm0002615	producer	producer	\N
tt0000382	1	nm0005717	director	\N	\N
tt0000383	1	nm0005717	director	\N	\N
tt0000384	1	nm0349785	director	\N	\N
tt0000385	1	nm0349785	director	\N	\N
tt0000386	1	nm0349785	director	\N	\N
tt0000387	1	nm5394591	actor	\N	["Attendant Bearing King Edward's Sword"]
tt0000387	2	nm0617588	director	\N	\N
tt0000387	3	nm0881616	director	\N	\N
tt0000388	1	nm0260089	actress	\N	\N
tt0000388	2	nm0349785	director	\N	\N
tt0000389	1	nm0349785	director	\N	\N
tt0000390	1	nm0349785	director	\N	\N
tt0000391	1	nm0349785	director	\N	\N
tt0000392	1	nm0095816	director	\N	\N
tt0000392	2	nm0666972	producer	producer	\N
tt0000393	1	nm0349785	director	\N	\N
tt0000394	1	nm0349785	director	\N	\N
tt0000395	1	nm0349785	director	\N	\N
tt0000396	1	nm0349785	director	\N	\N
tt0000397	1	nm0349785	director	\N	\N
tt0000398	1	nm0349785	director	\N	\N
tt0000399	1	nm0924920	actor	\N	["Farmer"]
tt0000399	2	nm0925513	actor	\N	["Jack"]
tt0000399	3	nm2092030	director	\N	\N
tt0000399	4	nm0692105	director	\N	\N
tt0000400	1	nm0349785	director	\N	\N
tt0000401	1	nm0349785	director	\N	\N
tt0000402	1	nm0338379	actor	\N	\N
tt0000402	2	nm0808310	director	\N	\N
tt0000403	1	nm0349785	director	\N	\N
tt0000404	1	nm0349785	director	\N	\N
tt0000405	1	nm0349785	director	\N	\N
tt0000406	1	nm0035502	cinematographer	\N	\N
tt0000407	1	nm0005717	director	\N	\N
tt0000408	1	nm0349785	director	\N	\N
tt0000409	1	nm0349785	actress	\N	\N
tt0000409	2	nm4905952	actress	\N	\N
tt0000409	3	nm4906549	actress	\N	\N
tt0000410	1	nm0035502	director	\N	\N
tt0000411	1	nm0349785	director	\N	\N
tt0000412	1	nm0555522	director	\N	\N
tt0000413	1	nm0617588	actor	\N	["The Blonde Miser","Thief"]
tt0000414	1	nm0542567	actor	\N	["Uncle Josh"]
tt0000414	2	nm0692105	director	\N	\N
tt0000415	1	nm0349785	director	\N	\N
tt0000416	1	nm0954087	director	\N	\N
tt0000416	2	nm0957652	writer	novel "L'Assommoir"	\N
tt0000417	1	nm0617588	actor	\N	["Prof. Barbenfouillis","The Moon"]
tt0000417	2	nm0029244	actor	\N	["Astronomer"]
tt0000417	3	nm0076933	actress	\N	["Lady in the Moon"]
tt0000417	4	nm1215996	actor	\N	["Astronomer"]
tt0000417	5	nm0894523	writer	novel "De la Terre à la Lune"	\N
tt0000417	6	nm0920229	writer	novel "First Men in the Moon"	\N
tt0000417	7	nm0242155	composer	\N	\N
tt0000417	8	nm0324073	composer	\N	\N
tt0000417	9	nm4491570	composer	\N	\N
tt0000418	1	nm0353576	director	\N	\N
tt0000419	1	nm0349785	director	\N	\N
tt0000420	1	nm0164281	actress	\N	["Alice"]
tt0000420	2	nm0378408	actor	\N	["Frog"]
tt0000420	3	nm1012587	actor	\N	["Large dog"]
tt0000420	4	nm0265714	actor	\N	["Card"]
tt0000420	5	nm0832948	director	\N	\N
tt0000420	6	nm0140902	writer	novel "Alice's Adventures in Wonderland"	\N
tt0000421	1	nm0954087	actor	\N	\N
tt0000421	2	nm0349785	director	\N	\N
tt0000422	1	nm0954087	actor	\N	["Traveler"]
tt0000422	2	nm0349785	director	\N	\N
tt0000423	1	nm0617588	actor	\N	\N
tt0000424	1	nm0349785	director	\N	\N
tt0000425	1	nm0168621	actor	\N	\N
tt0000425	2	nm0783152	producer	producer	\N
tt0000426	1	nm0168621	actor	\N	\N
tt0000426	2	nm0002615	producer	producer	\N
tt0000427	1	nm0349785	director	\N	\N
tt0000428	1	nm0005717	director	\N	\N
tt0000429	1	nm0349785	director	\N	\N
tt0000430	1	nm10102653	actor	\N	["Chess Player"]
tt0000430	2	nm0666972	director	\N	\N
tt0000431	1	nm0349785	director	\N	\N
tt0000432	1	nm0954087	actor	\N	\N
tt0000432	2	nm0349785	director	\N	\N
tt0000433	1	nm0349785	director	\N	\N
tt0000434	1	nm2940350	actress	\N	["Dorothy"]
tt0000434	2	nm0808310	director	\N	\N
tt0000435	1	nm0349785	director	\N	\N
tt0000436	1	nm0095816	director	\N	\N
tt0000436	2	nm0666972	director	\N	\N
tt0000437	1	nm0349785	director	\N	\N
tt0000438	1	nm0349785	director	\N	\N
tt0000439	10	nm0302368	actor	\N	["Little Boy"]
tt0000439	1	nm0001908	actor	\N	["Bandit","Shot Passenger","Tenderfoot Dancer"]
tt0000439	2	nm0007625	actor	\N	["Sheriff"]
tt0000439	3	nm0055607	actor	\N	\N
tt0000439	4	nm0055661	actor	\N	["Bandit Who Fires at Camera"]
tt0000439	5	nm0692105	director	\N	\N
tt0000439	6	nm1145809	writer	story	\N
tt0000439	7	nm0807466	cinematographer	\N	\N
tt0000439	8	nm0131750	actor	\N	["Sheriff"]
tt0000439	9	nm2313241	actor	\N	["Fourth Bandit"]
tt0000440	1	nm0617588	actor	\N	["Musketeer"]
tt0000441	1	nm0159015	director	\N	\N
tt0000441	2	nm0842605	writer	novel "The Travels of Gulliver"	\N
tt0000442	1	nm0622273	actress	\N	["Barnemordersken"]
tt0000442	2	nm1854449	actor	\N	\N
tt0000442	3	nm0253298	director	\N	\N
tt0000442	4	nm1856940	writer	writer	\N
tt0000442	5	nm1857036	writer	writer	\N
tt0000443	1	nm0742777	director	\N	\N
tt0000443	2	nm3887135	writer	scenario	\N
tt0000443	3	nm0519303	writer	poem "The Song of Hiawatha"	\N
tt0000444	1	nm0954087	actor	\N	["Magician"]
tt0000444	2	nm0349785	director	\N	\N
tt0000445	1	nm0349785	director	\N	\N
tt0000446	1	nm0567363	director	\N	\N
tt0000447	1	nm0692105	actor	\N	["Policeman"]
tt0000447	2	nm0891119	actress	\N	["The Girl"]
tt0000447	3	nm0924475	actor	\N	["The Fireman"]
tt0000447	4	nm0924920	actor	\N	["Fire Chief"]
tt0000447	5	nm2092030	director	\N	\N
tt0000448	1	nm0349785	director	\N	\N
tt0000449	1	nm0349785	director	\N	\N
tt0000450	1	nm0349785	director	\N	\N
tt0000451	1	nm0809419	actress	\N	["Mary Jane"]
tt0000451	2	nm0808310	director	\N	\N
tt0000452	1	nm0001908	actor	\N	["Messenger Boy"]
tt0000452	2	nm0692105	director	\N	\N
tt0000453	1	nm0349785	director	\N	\N
tt0000454	1	nm0349785	director	\N	\N
tt0000455	1	nm0617588	actor	\N	["The Melomaniac"]
tt0000456	1	nm0005658	cinematographer	\N	\N
tt0000457	1	nm0349785	director	\N	\N
tt0000458	1	nm0349785	director	\N	\N
tt0000459	1	nm0692105	cinematographer	\N	\N
tt0000460	1	nm0567363	director	\N	\N
tt0000461	1	nm0349785	director	\N	\N
tt0000462	1	nm0349785	director	\N	\N
tt0000463	1	nm0005717	director	\N	\N
tt0000464	1	nm0420198	actor	\N	["Rip Van Winkle"]
tt0000464	2	nm0005690	director	\N	\N
tt0000464	3	nm0099105	writer	play	\N
tt0000464	4	nm0410331	writer	story	\N
tt0000465	1	nm0617588	actor	\N	["Prince Bel-Azor"]
tt0000465	2	nm9473330	actress	\N	["Princess Azurine"]
tt0000465	3	nm0076933	actress	\N	["Aurora"]
tt0000465	4	nm0214243	actor	\N	["Role"]
tt0000465	5	nm1340310	writer	story "La Biche au bois"	\N
tt0000465	6	nm0243651	actor	\N	["Extra"]
tt0000466	1	nm0349785	director	\N	\N
tt0000467	1	nm0349785	director	\N	\N
tt0000468	1	nm0349785	director	\N	\N
tt0000469	1	nm0808310	director	\N	\N
tt0000470	1	nm0349785	director	\N	\N
tt0000471	1	nm0692105	director	\N	\N
tt0000471	2	nm0832952	writer	novel "Uncle Tom's Cabin"	\N
tt0000472	1	nm10342565	actor	\N	["Arthur Shelby"]
tt0000472	2	nm0002615	actor	\N	["Simon Legree"]
tt0000472	3	nm0832952	writer	novel "Uncle Tom's Cabin"	\N
tt0000473	1	nm0349785	director	\N	\N
tt0000474	1	nm0349785	director	\N	\N
tt0000475	1	nm3345408	actor	\N	\N
tt0000475	2	nm0095816	director	\N	\N
tt0000475	3	nm0666972	producer	producer	\N
tt0000476	1	nm0349785	director	\N	\N
tt0000477	1	nm5121267	actor	\N	\N
tt0000477	2	nm5121475	actor	\N	\N
tt0000477	3	nm1597962	actor	\N	\N
tt0000477	4	nm0349785	director	\N	\N
tt0000478	1	nm0172118	director	\N	\N
tt0000479	1	nm0666972	director	\N	\N
tt0000480	1	nm0617588	actor	\N	\N
tt0000481	1	nm0666972	producer	producer	\N
tt0000482	1	nm0349785	director	\N	\N
tt0000483	1	nm0349785	director	\N	\N
tt0000484	1	nm0349785	director	\N	\N
tt0000485	1	nm0349785	director	\N	\N
tt0000486	1	nm0659947	actor	\N	["Monsieur Beaucaire"]
tt0000486	2	nm1173635	actor	\N	\N
tt0000486	3	nm0069325	actress	\N	\N
tt0000486	4	nm0085865	actor	\N	\N
tt0000486	5	nm0850483	writer	novel	\N
tt0000486	6	nm0085870	actress	\N	\N
tt0000487	1	nm0523316	actress	\N	["Little Girl (Telegrapher's daughter)"]
tt0000487	2	nm0002615	director	\N	\N
tt0000487	3	nm0292418	cinematographer	\N	\N
tt0000488	10	nm0177886	actor	\N	["The Minister"]
tt0000488	1	nm0298300	actor	\N	["Joe, the Newsboy"]
tt0000488	2	nm0065035	actress	\N	["Joe's Grandmother"]
tt0000488	3	nm0250480	actor	\N	["Manager of the Fresh Air Fund"]
tt0000488	4	nm0422465	actress	\N	["Committee Woman"]
tt0000488	5	nm0789748	director	\N	\N
tt0000488	6	nm0794919	writer	\N	\N
tt0000488	7	nm0588295	actress	\N	["Committee Woman"]
tt0000488	8	nm1096358	actress	\N	["Committee Woman"]
tt0000488	9	nm0259860	actress	\N	["Committee Woman"]
tt0000489	1	nm0349785	director	\N	\N
tt0000490	1	nm0349785	director	\N	\N
tt0000491	1	nm0005658	cinematographer	\N	\N
tt0000492	1	nm0567363	director	\N	\N
tt0000492	2	nm0005658	cinematographer	\N	\N
tt0000493	1	nm0349785	director	\N	\N
tt0000494	1	nm0349785	director	\N	\N
tt0000495	1	nm0954087	director	\N	\N
tt0000495	2	nm0159015	cinematographer	\N	\N
tt0000496	1	nm0007625	cinematographer	\N	\N
tt0000496	2	nm0692105	cinematographer	\N	\N
tt0000498	1	nm1012587	actor	\N	["Rover the dog"]
tt0000498	2	nm0164281	actress	\N	["Nursemaid"]
tt0000498	3	nm0378407	actress	\N	["The baby"]
tt0000498	4	nm0378408	actor	\N	["Harassed father"]
tt0000498	5	nm0280432	director	\N	\N
tt0000498	6	nm1539443	writer	story	\N
tt0000498	7	nm1428608	actress	\N	["Gypsy woman"]
tt0000498	8	nm0809910	actor	\N	["Soldier"]
tt0000499	1	nm0617588	actor	\N	["Mabouloff"]
tt0000499	2	nm0016317	actress	\N	["Madame Latrouille"]
tt0000499	3	nm0194945	actress	\N	["Villager at seaport"]
tt0000499	4	nm8706003	actress	\N	["Nurse in Swiss hospital"]
tt0000499	5	nm0894523	writer	play "Le Voyage a travers l'Impossible"	\N
tt0000499	6	nm0257866	writer	play "Le Voyage a travers l'Impossible"	\N
tt0000500	1	nm0005658	cinematographer	\N	\N
tt0000501	1	nm0001908	actor	\N	["Sherlock Holmes"]
tt0000501	2	nm1173635	actor	\N	["John H. Watson, M.D."]
tt0000501	3	nm0659947	actor	\N	["Bandit"]
tt0000501	4	nm0792727	actor	\N	["Bandit"]
tt0000501	5	nm0085865	director	\N	\N
tt0000501	6	nm0236279	writer	story	\N
tt0000501	7	nm0509478	writer	scenario	\N
tt0000502	1	nm0215752	actor	\N	\N
tt0000502	2	nm0252720	actor	\N	\N
tt0000502	3	nm0063413	director	\N	\N
tt0000502	4	nm0657268	writer	\N	\N
tt0000502	5	nm0675388	writer	\N	\N
tt0000503	1	nm0185426	director	\N	\N
tt0000504	1	nm0185426	director	\N	\N
tt0000505	1	nm0214243	actor	\N	\N
tt0000505	2	nm0340020	actor	\N	\N
tt0000505	3	nm0537222	actor	\N	\N
tt0000505	4	nm0097918	actor	\N	\N
tt0000505	5	nm1563072	director	\N	\N
tt0000505	6	nm0381874	director	\N	\N
tt0000506	1	nm0353576	director	\N	\N
tt0000507	1	nm0005658	cinematographer	\N	\N
tt0000508	1	nm0185426	director	\N	\N
tt0000509	1	nm0214243	actor	\N	\N
tt0000509	2	nm1563072	director	\N	\N
tt0000509	3	nm0381874	writer	\N	\N
tt0000509	4	nm0159015	cinematographer	\N	\N
tt0000510	1	nm0063413	director	\N	\N
tt0000511	1	nm0065393	actress	\N	["Esmeralda"]
tt0000511	2	nm0903455	actor	\N	["Quasimodo"]
tt0000511	3	nm0349785	director	\N	\N
tt0000511	4	nm0419327	director	co-director	\N
tt0000511	5	nm0401076	writer	novel "Notre Dame de Paris"	\N
tt0000511	6	nm0094975	cinematographer	\N	\N
tt0000511	7	nm0579494	production_designer	\N	\N
tt0000512	1	nm0005658	cinematographer	\N	\N
tt0000513	1	nm0185426	director	\N	\N
tt0000514	1	nm0016071	actor	\N	\N
tt0000514	2	nm0602663	actor	\N	\N
tt0000514	3	nm0661362	actor	\N	\N
tt0000514	4	nm0684029	actor	\N	\N
tt0000514	5	nm0005717	director	\N	\N
tt0000514	6	nm0722712	actor	\N	\N
tt0000514	7	nm0813578	actor	\N	\N
tt0000514	8	nm0896066	actor	\N	\N
tt0000514	9	nm0899837	actress	\N	\N
tt0000515	1	nm0159015	director	\N	\N
tt0000516	1	nm0159015	actor	\N	["Bertrand"]
tt0000516	2	nm0558863	actress	\N	["Laure"]
tt0000517	1	nm0063413	director	\N	\N
tt0000518	1	nm0140054	actor	\N	\N
tt0000518	2	nm0159015	writer	\N	\N
tt0000519	1	nm1671089	actress	\N	["The Kleptomaniac, Mrs. Banker"]
tt0000519	2	nm1670497	actor	\N	["Store Detective"]
tt0000519	3	nm1215402	actress	\N	["Female Detective"]
tt0000519	4	nm1670913	actor	\N	["Superintendant, Department Store"]
tt0000519	5	nm0692105	director	\N	\N
tt0000519	6	nm0250983	actress	\N	["The Thief"]
tt0000519	7	nm0728289	actor	\N	["Police Court Judge"]
tt0000519	8	nm0183817	actress	\N	["Justice"]
tt0000520	1	nm0353575	actor	\N	["Charles Peace"]
tt0000520	2	nm2329855	actress	\N	["Mrs. Dyson"]
tt0000520	3	nm2326707	actress	\N	["Peace's accomplice"]
tt0000520	4	nm2331275	actor	\N	["Dyson"]
tt0000520	5	nm0353576	director	\N	\N
tt0000520	6	nm2329944	actor	\N	["First policeman"]
tt0000520	7	nm2485827	actor	\N	["Second policeman"]
tt0000520	8	nm4749111	actor	\N	["Third policeman"]
tt0000520	9	nm2332493	actress	\N	["Peace's mother"]
tt0000521	1	nm0692105	director	\N	\N
tt0000522	1	nm0005658	cinematographer	\N	\N
tt0000523	1	nm0005658	cinematographer	\N	\N
tt0000524	1	nm0005658	director	\N	\N
tt0000525	1	nm0358349	actor	\N	["Joe - le cow-boy"]
tt0000525	2	nm0595321	actor	\N	\N
tt0000525	3	nm0196787	actress	\N	\N
tt0000525	4	nm0719480	actor	\N	\N
tt0000525	5	nm0243796	director	\N	\N
tt0000525	6	nm0357890	actor	\N	\N
tt0000525	7	nm0014656	actor	\N	\N
tt0000526	1	nm0005658	cinematographer	\N	\N
tt0000527	1	nm0185426	director	\N	\N
tt0000528	1	nm0792727	actor	\N	["Raffles"]
tt0000528	2	nm0085870	actress	\N	\N
tt0000528	3	nm0001908	director	\N	\N
tt0000528	4	nm0696078	writer	play "Raffles, the Amateur Cracksman"	\N
tt0000528	5	nm0395216	writer	novel	\N
tt0000528	6	nm0734207	producer	producer	\N
tt0000528	7	nm0807235	cinematographer	\N	\N
tt0000529	1	nm0005658	cinematographer	\N	\N
tt0000530	1	nm0159015	director	\N	\N
tt0000531	1	nm0140054	actor	\N	\N
tt0000531	2	nm0159015	director	\N	\N
tt0000532	1	nm0185426	director	\N	\N
tt0000533	1	nm0783152	producer	producer	\N
tt0000534	1	nm0095816	director	\N	\N
tt0000534	2	nm0666972	producer	producer	\N
tt0000535	1	nm0422149	actress	\N	["Anarkistens kone"]
tt0000535	2	nm0488932	actor	\N	["Anarkisten"]
tt0000535	3	nm0333175	cinematographer	\N	\N
tt0000535	4	nm0470250	production_designer	\N	\N
tt0000536	1	nm0691995	actress	\N	\N
tt0000536	2	nm0691996	actress	\N	\N
tt0000536	3	nm6758605	director	\N	\N
tt0000536	4	nm0582268	director	\N	\N
tt0000537	1	nm0005658	cinematographer	\N	\N
tt0000538	1	nm0005717	director	\N	\N
tt0000539	1	nm0647763	director	\N	\N
tt0000541	1	nm0422149	actress	\N	\N
tt0000541	2	nm0023121	actor	\N	\N
tt0000541	3	nm0676941	actor	\N	\N
tt0000541	4	nm0488932	actor	\N	\N
tt0000541	5	nm0630737	writer	\N	\N
tt0000541	6	nm0084830	cinematographer	\N	\N
tt0000542	1	nm0261789	actress	\N	\N
tt0000542	2	nm0602663	actor	\N	\N
tt0000542	3	nm0896066	actor	\N	\N
tt0000542	4	nm1050849	actor	\N	\N
tt0000542	5	nm0005717	director	\N	\N
tt0000543	1	nm0647763	director	\N	\N
tt0000543	2	nm0084830	cinematographer	\N	\N
tt0000543	3	nm0333175	cinematographer	\N	\N
tt0000544	1	nm1210247	director	\N	\N
tt0000544	2	nm0666972	producer	producer	\N
tt0000545	1	nm0005658	cinematographer	\N	\N
tt0000546	1	nm0106151	actor	\N	["The Rarebit Fiend"]
tt0000546	2	nm0567363	director	\N	\N
tt0000546	3	nm0692105	director	\N	\N
tt0000546	4	nm0565560	writer	comic strip	\N
tt0000547	1	nm0005717	director	\N	\N
tt0000548	1	nm0488932	actor	\N	["Fisker"]
tt0000548	2	nm0422149	actress	\N	["hans Kone"]
tt0000548	3	nm0526168	actor	\N	\N
tt0000548	4	nm0647763	writer	\N	\N
tt0000548	5	nm0333175	cinematographer	\N	\N
tt0000549	1	nm0676941	actor	\N	["Petersen"]
tt0000549	2	nm0488932	director	\N	\N
tt0000549	3	nm0333175	cinematographer	\N	\N
tt0000550	1	nm0454375	self	\N	["Self - King of Denmark"]
tt0000550	2	nm1678676	self	\N	["Self"]
tt0000550	3	nm0647763	director	\N	\N
tt0000550	4	nm0084830	cinematographer	\N	\N
tt0000552	1	nm0095816	director	\N	\N
tt0000552	2	nm0666972	producer	producer	\N
tt0000553	1	nm0659947	actor	\N	\N
tt0000553	2	nm0710362	actor	\N	\N
tt0000553	3	nm0085865	director	\N	\N
tt0000554	1	nm0085865	actor	\N	["Cartoonist"]
tt0000555	1	nm0421454	actress	\N	["Pigen"]
tt0000555	2	nm0488932	actor	\N	["Den unge mand"]
tt0000555	3	nm0526168	actor	\N	["Pigens far"]
tt0000555	4	nm0630737	writer	\N	\N
tt0000555	5	nm0333175	cinematographer	\N	\N
tt0000555	6	nm0470250	production_designer	\N	\N
tt0000556	1	nm0422149	actress	\N	["Young Lady"]
tt0000556	2	nm0488932	actor	\N	["Boyfriend"]
tt0000556	3	nm0676941	actor	\N	["Seducer"]
tt0000556	4	nm0647763	cinematographer	\N	\N
tt0000557	10	nm0166633	actor	\N	\N
tt0000557	1	nm2004235	actress	\N	["Kathleen"]
tt0000557	2	nm2014119	actor	\N	["Terence O'Moore"]
tt0000557	3	nm1669708	actor	\N	["Captain Clearfield"]
tt0000557	4	nm1670010	actor	\N	["Dugan"]
tt0000557	5	nm0692105	director	\N	\N
tt0000557	6	nm0601940	writer	poem	\N
tt0000557	7	nm1675211	actor	\N	["David O'Connor"]
tt0000557	8	nm1669846	actor	\N	["Father O'Cassidy"]
tt0000557	9	nm1670421	actor	\N	["Danny O'Lavey"]
tt0000558	1	nm0005717	director	\N	\N
tt0000559	1	nm0380965	actor	\N	\N
tt0000559	2	nm4824625	actor	\N	\N
tt0000559	3	nm0354726	director	\N	\N
tt0000559	4	nm0084830	cinematographer	\N	\N
tt0000560	1	nm0005717	director	\N	\N
tt0000561	1	nm0692105	director	\N	\N
tt0000564	1	nm0085865	director	\N	\N
tt0000564	2	nm0002042	writer	novel	\N
tt0000565	1	nm0692105	director	\N	\N
tt0000565	2	nm0601061	writer	poem "The Night Before Christmas"	\N
tt0000566	1	nm4824599	actor	\N	["Professor"]
tt0000566	2	nm0380965	actor	\N	\N
tt0000566	3	nm4824625	actor	\N	\N
tt0000566	4	nm1845806	actor	\N	\N
tt0000566	5	nm0354726	director	\N	\N
tt0000566	6	nm0488932	director	\N	\N
tt0000566	7	nm0084830	cinematographer	\N	\N
tt0000567	1	nm0617588	actor	\N	["Satan"]
tt0000567	2	nm0182945	writer	play "Le Quatre Cents Coups du diable"	\N
tt0000567	3	nm9551905	writer	play "Le Quatre Cents Coups de diable"	\N
tt0000569	1	nm0488932	director	\N	\N
tt0000569	2	nm0333175	cinematographer	\N	\N
tt0000570	1	nm0005658	cinematographer	\N	\N
tt0000571	1	nm0085865	director	\N	\N
tt0000572	1	nm0063413	director	\N	\N
tt0000573	1	nm0526168	actor	\N	\N
tt0000573	2	nm0676941	actor	\N	\N
tt0000573	3	nm0488932	director	\N	\N
tt0000573	4	nm0333175	cinematographer	\N	\N
tt0000574	10	nm0675239	cinematographer	director of photography	\N
tt0000574	1	nm0846887	actress	\N	["Kate Kelly"]
tt0000574	2	nm0846894	actor	\N	["School Master"]
tt0000574	3	nm3002376	actor	\N	["Steve Hart"]
tt0000574	4	nm0170118	actress	\N	\N
tt0000574	5	nm0846879	director	\N	\N
tt0000574	6	nm0317210	producer	producer	\N
tt0000574	7	nm0425854	producer	producer	\N
tt0000574	8	nm0846911	producer	producer	\N
tt0000574	9	nm2421834	composer	\N	\N
tt0000575	1	nm9335353	actor	\N	["Ives, the Fisherman"]
tt0000575	2	nm0617588	actor	\N	\N
tt0000575	3	nm0894523	writer	novel "Vingt Mille Lieues sous les mers"	\N
tt0000576	1	nm0159015	director	\N	\N
tt0000576	2	nm0665572	producer	producer	\N
tt0000577	1	nm0488932	actor	\N	\N
tt0000577	2	nm0526168	actor	\N	\N
tt0000577	3	nm0333175	cinematographer	\N	\N
tt0000578	1	nm0878035	actor	\N	["The Hobo"]
tt0000578	2	nm0001908	director	\N	\N
tt0000579	1	nm0001908	actor	\N	\N
tt0000580	1	nm0180860	director	\N	\N
tt0000580	2	nm3763070	producer	producer	\N
tt0000581	1	nm0092290	actor	\N	\N
tt0000582	1	nm0310155	actress	\N	\N
tt0000582	2	nm0604384	actor	\N	\N
tt0000582	3	nm0366586	actor	\N	["Messala"]
tt0000582	4	nm0745457	actor	\N	["Ben Hur"]
tt0000582	5	nm0646058	director	\N	\N
tt0000582	6	nm0741382	director	\N	\N
tt0000582	7	nm0908753	writer	novel	\N
tt0000582	8	nm0773944	cinematographer	\N	\N
tt0000583	10	nm0676941	actor	\N	["Gustave"]
tt0000583	1	nm0022607	actor	\N	\N
tt0000583	2	nm0022608	actress	\N	["Marguerite Gauthier, 'Kameliadamen'"]
tt0000583	3	nm0488932	actor	\N	["Armand Duval"]
tt0000583	4	nm0526168	actor	\N	["Armand Duvals fader"]
tt0000583	5	nm0241414	writer	novel and play "La dame aux camélias"	\N
tt0000583	6	nm0333175	cinematographer	\N	\N
tt0000583	7	nm0470250	production_designer	\N	\N
tt0000583	8	nm5216764	actress	\N	\N
tt0000583	9	nm0647719	actor	\N	["En kavaler"]
tt0000584	1	nm0191133	director	\N	\N
tt0000584	2	nm0305591	director	\N	\N
tt0000584	3	nm0400103	cinematographer	\N	\N
tt0000585	1	nm0005717	director	\N	\N
tt0000586	1	nm0878494	actor	\N	["Mark Twain"]
tt0000586	2	nm0085865	director	\N	\N
tt0000587	1	nm0078116	actress	\N	\N
tt0000588	1	nm0421454	actress	\N	\N
tt0000588	2	nm0488932	actor	\N	["Prinsen"]
tt0000588	3	nm0526168	actor	\N	["Kasper Røghat"]
tt0000588	4	nm0623866	actress	\N	\N
tt0000588	5	nm0333175	cinematographer	\N	\N
tt0000588	6	nm0676941	actor	\N	["Kongen"]
tt0000588	7	nm2718103	actress	\N	["Prinsessen"]
tt0000590	1	nm0366008	actor	\N	["Boy at Door"]
tt0000590	2	nm0642722	actor	\N	["Female Assistant"]
tt0000590	3	nm0567363	director	\N	\N
tt0000590	4	nm0005658	cinematographer	\N	\N
tt0000591	1	nm0906197	actor	\N	\N
tt0000591	2	nm0332182	actor	\N	\N
tt0000591	3	nm1323543	actress	\N	\N
tt0000591	4	nm1759558	actress	\N	\N
tt0000591	5	nm0141150	director	\N	\N
tt0000592	1	nm0180466	director	\N	\N
tt0000592	2	nm0180492	director	\N	\N
tt0000593	1	nm0005717	director	\N	\N
tt0000594	1	nm0488932	actor	\N	\N
tt0000594	2	nm0526168	actor	\N	\N
tt0000594	3	nm0623866	actress	\N	\N
tt0000594	4	nm2160063	actor	\N	\N
tt0000594	5	nm0333175	cinematographer	\N	\N
tt0000594	6	nm1834127	actress	\N	\N
tt0000595	1	nm0488932	actor	\N	["Frier"]
tt0000595	2	nm0526168	actor	\N	["Kongen"]
tt0000595	3	nm0623866	actress	\N	\N
tt0000595	4	nm0676941	actor	\N	\N
tt0000595	5	nm0333175	cinematographer	\N	\N
tt0000595	6	nm0727622	actor	\N	["Frier"]
tt0000596	1	nm0022608	actress	\N	["Prinsesse"]
tt0000596	2	nm0488932	actor	\N	["Soldat"]
tt0000596	3	nm0526168	actor	\N	\N
tt0000596	4	nm0676941	actor	\N	["Tjener"]
